group,names,scores,logfoldchanges,pvals,pvals_adj
13,nptn.L,30.345196,3.8729136,2.9072520255622743e-202,1.2074786746168648e-199
13,arl6ip1.L,30.312021,3.416113,7.959962980811022e-202,3.254381114935956e-199
13,stmn3.S,30.260614,5.7331853,3.782774437868546e-201,1.5227703990964365e-198
13,ywhab.L,30.206493,2.2443876,1.9463079253093966e-200,7.716226238431163e-198
13,atp2b2.like.S,30.147991,6.5598445,1.1396874489150524e-199,4.4509047445240684e-197
13,reep5.S,30.11148,4.155505,3.428068993543261e-199,1.31910078360372e-196
13,Xelaev18027024m.g,29.991455,3.818807,1.2683964029684025e-197,4.809979750734959e-195
13,gng3.S,29.986458,5.829196,1.4737134249032486e-197,5.5087407822883435e-195
13,Xelaev18037480m.g,29.967617,4.744289,2.5940674334745142e-197,9.560051896379457e-195
13,dync1h1.L,29.96577,3.8938885,2.741735824802935e-197,9.963924943304666e-195
13,Xelaev18024221m.g,29.96352,3.0418127,2.9332971135219395e-197,1.0514061955125351e-194
13,Xelaev18034420m.g,29.953259,3.667613,3.9903312791197084e-197,1.4109595709384632e-194
13,gap43.L,29.934841,6.0847926,6.930678248980028e-197,2.4179750275041524e-194
13,aldoa.S,29.859919,3.8643012,6.526400906802843e-196,2.246971133255305e-193
13,syt1.like.L,29.85522,6.33353,7.510651478564742e-196,2.55225592971591e-193
13,cycs.S,29.812824,3.2033343,2.6643821573519166e-195,8.937977375547467e-193
13,app.L,29.762243,3.881906,1.2041901267907263e-194,3.988460614886854e-192
13,app.S,29.736279,3.7994032,2.609272489564123e-194,8.534277995241855e-192
13,cox7a2.L,29.706581,2.8228528,6.313933277489664e-194,2.039634298009809e-191
13,tmem35.L,29.558157,5.418556,5.159016007914942e-192,1.646229425159785e-189
13,mdh1.L,29.375423,3.5599537,1.1317287791912737e-189,3.5253351471808174e-187
13,loc100498624.L,29.362562,4.441937,1.6518644490980414e-189,5.085021785305806e-187
13,pkm.S,29.320534,4.270846,5.6773226747092866e-189,1.7273584314702697e-186
13,tubb.S,29.160479,2.928437,6.152524090656814e-187,1.8504246592658184e-184
13,pgam1.L,29.13378,4.323573,1.3409701596715082e-186,3.9872528634050777e-184
13,cycs.L,29.124483,3.1210437,1.7586190175873559e-186,5.170339911706827e-184
13,tubb4a.S,29.115288,3.249583,2.2993356611228576e-186,6.684935212104521e-184
13,acly.L,29.048521,4.177247,1.6064561296784055e-185,4.6191792405676e-183
13,rab6a.L,28.857885,5.225401,4.034708597161803e-183,1.1475237516666927e-180
13,atp1a3.S,28.84928,5.9090276,5.1734593350326595e-183,1.4555778167791889e-180
13,pkm.L,28.807316,4.4580717,1.7369939076037576e-182,4.8351258070595656e-180
13,cd81.S,28.8049,3.7579477,1.862355414551815e-182,5.129514923911873e-180
13,vdac2.S,28.764914,2.2679887,5.895556971420563e-182,1.606907747022817e-179
13,kif5a.L,28.761078,6.691092,6.584313898104359e-182,1.7761356438948317e-179
13,atp1b1.L,28.757639,3.5786915,7.269322461348513e-182,1.940909097180053e-179
