group,names,scores,logfoldchanges,pvals,pvals_adj
22,gmnn.L,13.827225,3.6803193,1.7462993389936524e-43,1.3363990821360863e-40
22,Xelaev18042944m.g,13.825543,3.3101013,1.7875857171429726e-43,1.3363990821360863e-40
22,krt8.L,13.763639,4.391071,4.217492103270946e-43,3.065413843727432e-40
22,loc100145442.L,13.742508,3.9356503,5.6484486289725625e-43,3.994521806099894e-40
22,basp1.L,13.724167,3.9756727,7.276110310905064e-43,5.010176378819524e-40
22,ppm1l.S,13.685636,6.9683514,1.2371986816432135e-42,8.30065146253239e-40
22,tctex1d2.L,13.546226,4.6355495,8.340978666986149e-42,5.456251195008989e-39
22,foxa2.L,13.519681,7.3687463,1.196933864347056e-41,7.638773535245138e-39
22,loc100495760.S,13.328813,6.074059,1.5738364136691524e-40,9.80500085715882e-38
22,arx.L,13.322469,10.21164,1.7134590426819284e-40,1.0426597514143101e-37
22,kazald1.S,13.310954,5.48359,1.999116566964126e-40,1.188838274799621e-37
22,Xetrov90021734m.S,13.148031,3.1317275,1.746636074013371e-39,1.015610655836308e-36
22,msi1.L,13.116583,4.6735363,2.64600438148117e-39,1.5051163183877457e-36
22,msi1.S,13.07055,5.173463,4.8513615521848925e-39,2.7008665186057422e-36
22,nid2.L,12.931713,5.1131296,2.981029616112862e-38,1.625033769483524e-35
22,pdgfrl.2.L,12.82961,5.3819566,1.11925778564492e-37,5.976836575343873e-35
22,pik3r3.L,12.7668915,4.5776086,2.5097860160900344e-37,1.3134212179402367e-34
22,sntb1.L,12.543211,4.924364,4.330839486945705e-36,2.2219754120670847e-33
22,c7orf57.L,12.516017,5.027145,6.102131316034522e-36,3.0705455387569094e-33
22,lmnb1.L,12.4838295,2.3343935,9.147855135932822e-36,4.516278820506004e-33
22,glul.like.1.L,12.311659,4.388881,7.839493850165083e-35,3.7986702978411025e-32
22,g0s2.L,12.186579,3.7701104,3.6648854192766305e-34,1.7435525796507692e-31
22,vim.S,12.163307,3.1998374,4.874453931759418e-34,2.2775885996145883e-31
22,atp1b1.L,12.134266,2.8128161,6.953059486253122e-34,3.1918202546894597e-31
22,hes5.2.S,12.065229,5.613122,1.612119521098532e-33,7.272882653286929e-31
22,sult2b1.S,12.036851,4.666778,2.274743533466413e-33,1.0088294796047823e-30
22,sdc2.S,12.034036,3.2904255,2.353673451713483e-33,1.02643699229225e-30
22,cst3.L,12.002244,2.118957,3.4579390713592645e-33,1.4832857990358444e-30
22,ppdpf.L,11.954682,1.581664,6.136780578468405e-33,2.5899193647774887e-30
22,carhsp1.L,11.9491415,4.0632358,6.559930819148891e-33,2.724557933553173e-30
22,lztfl1.L,11.897976,2.9712672,1.2125279262433198e-32,4.957344643450423e-30
22,nkx6.2.S,11.8686285,5.402845,1.7226786893803578e-32,6.934709320973298e-30
22,zfp36l2.S,11.852682,2.4649785,2.084127262993719e-32,8.262617267196008e-30
22,arl3.S,11.846236,3.3252478,2.2507365144024366e-32,8.789965915799127e-30
22,lect1.L,11.7879,3.1594446,4.506399259617505e-32,1.734035926869877e-29
22,crip1.L,11.738593,3.3209631,8.081948794288231e-32,3.0648155384253026e-29
22,lrrc18.L,11.719067,5.977328,1.0178683162310499e-31,3.8047917660716646e-29
22,ptn.L,11.661138,6.235269,2.013343771162159e-31,7.419880720595641e-29
22,Xelaev18000774m.g,11.643254,2.1574175,2.483549293739011e-31,9.025632058329855e-29
22,rarres1.L,11.599616,3.9126184,4.13930429572731e-31,1.4836854274246682e-28
22,ncam1.L,11.584001,3.747424,4.967282885971283e-31,1.7564043783016834e-28
22,angptl4.S,11.558054,2.6232917,6.721453674636678e-31,2.344980758007244e-28
22,efcab2.L,11.5459795,4.842227,7.735539336447334e-31,2.66326476680896e-28
22,efcab1.S,11.528898,4.5925727,9.434305907822544e-31,3.2059486803127882e-28
22,slc9a3r1.S,11.49047,4.638886,1.4730841758205636e-30,4.9416308390411365e-28
22,cfap36.L,11.427688,4.8672853,3.04099456333935e-30,1.0072235917004739e-27
22,app.S,11.401143,2.8503463,4.1266546023411334e-30,1.3497255540607262e-27
22,cfl2.L,11.379923,5.413643,5.2646472680672096e-30,1.700676054521563e-27
22,spon1.S,11.365148,7.059562,6.235924188183682e-30,1.9898681988782223e-27
22,cldn5.L,11.348691,4.1677756,7.528162348307011e-30,2.3732758554915815e-27
22,angptl4.L,11.225698,2.5558424,3.0496591481033994e-29,9.499688246342089e-27
22,rfx4.L,11.206924,5.8495593,3.7707071796065795e-29,1.1607567536657148e-26
22,ccdc175.L,11.196989,5.808597,4.218285302236402e-29,1.2834378281199731e-26
22,hsp90ab1.S,11.121037,1.4504545,9.911421892355591e-29,2.980945577418119e-26
